,category,scientific_name,common_names,conservation_status,park_name,observations
13826,Bird,Sialia mexicana,Western Bluebird,Species of Concern,Yellowstone National Park,252
13827,Bird,Sialia mexicana,Western Bluebird,Species of Concern,Great Smoky Mountains National Park,61
13828,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Bryce National Park,72
13829,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Yosemite National Park,134
13830,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Yellowstone National Park,218
13831,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Great Smoky Mountains National Park,79
13832,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Bryce National Park,71
13833,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Yosemite National Park,110
13834,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Great Smoky Mountains National Park,93
13835,Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not in Danger,Yellowstone National Park,254
13836,Bird,Empidonax hammondii,Hammond's Flycatcher,Not in Danger,Yellowstone National Park,275
13837,Bird,Empidonax hammondii,Hammond's Flycatcher,Not in Danger,Bryce National Park,111
13838,Bird,Empidonax hammondii,Hammond's Flycatcher,Not in Danger,Great Smoky Mountains National Park,54
13839,Bird,Empidonax hammondii,Hammond's Flycatcher,Not in Danger,Yosemite National Park,153
13840,Bird,Empidonax oberholseri,Dusky Flycatcher,Not in Danger,Yellowstone National Park,214
13841,Bird,Empidonax oberholseri,Dusky Flycatcher,Not in Danger,Bryce National Park,79
13842,Bird,Empidonax oberholseri,Dusky Flycatcher,Not in Danger,Great Smoky Mountains National Park,48
13843,Bird,Empidonax oberholseri,Dusky Flycatcher,Not in Danger,Yosemite National Park,133
13844,Bird,Empidonax occidentalis,Cordilleran Flycatcher,Not in Danger,Great Smoky Mountains National Park,42
13845,Bird,Empidonax occidentalis,Cordilleran Flycatcher,Not in Danger,Yellowstone National Park,237
13846,Bird,Empidonax occidentalis,Cordilleran Flycatcher,Not in Danger,Yosemite National Park,135
13847,Bird,Empidonax occidentalis,Cordilleran Flycatcher,Not in Danger,Bryce National Park,128
13848,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Bryce National Park,116
13849,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Great Smoky Mountains National Park,111
13850,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Yellowstone National Park,229
13851,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Great Smoky Mountains National Park,42
13852,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Yellowstone National Park,223
13853,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Yosemite National Park,139
13854,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Bryce National Park,92
13855,Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not in Danger,Yosemite National Park,128
13856,Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,Not in Danger,Bryce National Park,135
13857,Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,Not in Danger,Yosemite National Park,137
13858,Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,Not in Danger,Yellowstone National Park,260
13859,Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,Not in Danger,Great Smoky Mountains National Park,54
13860,Bird,Sayornis saya,Say's Phoebe,Not in Danger,Yosemite National Park,147
13861,Bird,Sayornis saya,Say's Phoebe,Not in Danger,Great Smoky Mountains National Park,80
13862,Bird,Sayornis saya,Say's Phoebe,Not in Danger,Yellowstone National Park,224
13863,Bird,Sayornis saya,Say's Phoebe,Not in Danger,Bryce National Park,71
13864,Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Not in Danger,Yellowstone National Park,256
13865,Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Not in Danger,Great Smoky Mountains National Park,49
13866,Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Not in Danger,Bryce National Park,164
13867,Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Not in Danger,Yosemite National Park,171
13868,Bird,Egretta thula,Snowy Egret,Not in Danger,Great Smoky Mountains National Park,66
13869,Bird,Egretta thula,Snowy Egret,Not in Danger,Bryce National Park,122
13870,Bird,Egretta thula,Snowy Egret,Not in Danger,Yellowstone National Park,244
13871,Bird,Egretta thula,Snowy Egret,Not in Danger,Yosemite National Park,168
13872,Bird,Egretta tricolor,Tricolored Heron,Not in Danger,Great Smoky Mountains National Park,82
13873,Bird,Egretta tricolor,Tricolored Heron,Not in Danger,Bryce National Park,107
13874,Bird,Egretta tricolor,Tricolored Heron,Not in Danger,Yosemite National Park,151
13875,Bird,Egretta tricolor,Tricolored Heron,Not in Danger,Yellowstone National Park,248
13876,Bird,Plegadis chihi,White-Faced Ibis,Species of Concern,Bryce National Park,103
13877,Bird,Plegadis chihi,White-Faced Ibis,Species of Concern,Great Smoky Mountains National Park,87
13878,Bird,Plegadis chihi,White-Faced Ibis,Species of Concern,Yosemite National Park,150
13879,Bird,Plegadis chihi,White-Faced Ibis,Species of Concern,Yellowstone National Park,255
13880,Bird,Plegadis falcinellus,Glossy Ibis,Not in Danger,Yosemite National Park,181
13881,Bird,Plegadis falcinellus,Glossy Ibis,Not in Danger,Bryce National Park,72
13882,Bird,Plegadis falcinellus,Glossy Ibis,Not in Danger,Great Smoky Mountains National Park,91
13883,Bird,Plegadis falcinellus,Glossy Ibis,Not in Danger,Yellowstone National Park,257
13884,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Yellowstone National Park,255
13885,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Yosemite National Park,125
13886,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Bryce National Park,112
13887,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Great Smoky Mountains National Park,65
13888,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Bryce National Park,70
13889,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Great Smoky Mountains National Park,82
13890,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Yosemite National Park,164
13891,Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not in Danger,Yellowstone National Park,263
13892,Bird,Picoides albolarvatus,White-Headed Woodpecker,Not in Danger,Yosemite National Park,116
13893,Bird,Picoides albolarvatus,White-Headed Woodpecker,Not in Danger,Yellowstone National Park,246
13894,Bird,Picoides albolarvatus,White-Headed Woodpecker,Not in Danger,Bryce National Park,86
13895,Bird,Picoides albolarvatus,White-Headed Woodpecker,Not in Danger,Great Smoky Mountains National Park,87
13896,Bird,Picoides dorsalis,American Three-Toed Woodpecker,Not in Danger,Yellowstone National Park,228
13897,Bird,Picoides dorsalis,American Three-Toed Woodpecker,Not in Danger,Yosemite National Park,135
13898,Bird,Picoides dorsalis,American Three-Toed Woodpecker,Not in Danger,Great Smoky Mountains National Park,62
13899,Bird,Picoides dorsalis,American Three-Toed Woodpecker,Not in Danger,Bryce National Park,83
13900,Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,Not in Danger,Yellowstone National Park,252
13901,Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,Not in Danger,Yosemite National Park,108
13902,Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,Not in Danger,Bryce National Park,87
13903,Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,Not in Danger,Great Smoky Mountains National Park,75
13904,Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,Great Smoky Mountains National Park,51
13905,Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,Yellowstone National Park,235
13906,Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,Bryce National Park,128
13907,Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,Yosemite National Park,140
13908,Bird,Aechmophorus clarkii,Clark's Grebe,Not in Danger,Yosemite National Park,166
13909,Bird,Aechmophorus clarkii,Clark's Grebe,Not in Danger,Yellowstone National Park,244
13910,Bird,Aechmophorus clarkii,Clark's Grebe,Not in Danger,Bryce National Park,99
13911,Bird,Aechmophorus clarkii,Clark's Grebe,Not in Danger,Great Smoky Mountains National Park,68
13912,Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern,Yosemite National Park,132
13913,Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern,Bryce National Park,80
13914,Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern,Yellowstone National Park,233
13915,Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern,Great Smoky Mountains National Park,64
13916,Bird,Podiceps grisegena,Red-Necked Grebe,Not in Danger,Yellowstone National Park,260
13917,Bird,Podiceps grisegena,Red-Necked Grebe,Not in Danger,Great Smoky Mountains National Park,70
13918,Bird,Podiceps grisegena,Red-Necked Grebe,Not in Danger,Bryce National Park,74
13919,Bird,Podiceps grisegena,Red-Necked Grebe,Not in Danger,Yosemite National Park,121
13920,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Great Smoky Mountains National Park,92
13921,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Great Smoky Mountains National Park,51
13922,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Bryce National Park,76
13923,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Bryce National Park,88
13924,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Yellowstone National Park,242
13925,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Yellowstone National Park,277
13926,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Yosemite National Park,161
13927,Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not in Danger,Yosemite National Park,167
13928,Bird,Psiloscops flammeolus,Flammulated Owl,Not in Danger,Bryce National Park,134
13929,Bird,Psiloscops flammeolus,Flammulated Owl,Not in Danger,Yosemite National Park,147
13930,Bird,Psiloscops flammeolus,Flammulated Owl,Not in Danger,Great Smoky Mountains National Park,58
13931,Bird,Psiloscops flammeolus,Flammulated Owl,Not in Danger,Yellowstone National Park,248
13932,Bird,Aegolius funereus,Boreal Owl,Not in Danger,Bryce National Park,73
13933,Bird,Aegolius funereus,Boreal Owl,Not in Danger,Great Smoky Mountains National Park,82
13934,Bird,Aegolius funereus,Boreal Owl,Not in Danger,Yellowstone National Park,260
13935,Bird,Aegolius funereus,Boreal Owl,Not in Danger,Yosemite National Park,167
13936,Bird,Athene cunicularia,Burrowing Owl,Not in Danger,Great Smoky Mountains National Park,93
13937,Bird,Athene cunicularia,Burrowing Owl,Not in Danger,Yosemite National Park,131
13938,Bird,Athene cunicularia,Burrowing Owl,Not in Danger,Bryce National Park,110
13939,Bird,Athene cunicularia,Burrowing Owl,Not in Danger,Yellowstone National Park,229
13940,Bird,Bubo scandiacus,Snowy Owl,Not in Danger,Bryce National Park,98
13941,Bird,Bubo scandiacus,Snowy Owl,Not in Danger,Yosemite National Park,125
13942,Bird,Bubo scandiacus,Snowy Owl,Not in Danger,Great Smoky Mountains National Park,114
13943,Bird,Bubo scandiacus,Snowy Owl,Not in Danger,Yellowstone National Park,245
13944,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Yosemite National Park,162
13945,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Bryce National Park,92
13946,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Yellowstone National Park,245
13947,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Great Smoky Mountains National Park,102
13948,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Yellowstone National Park,215
13949,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Yosemite National Park,144
13950,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Great Smoky Mountains National Park,86
13951,Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not in Danger,Bryce National Park,84
13952,Bird,Megascops kennicottii,Western Screech-Owl,Not in Danger,Great Smoky Mountains National Park,70
13953,Bird,Megascops kennicottii,Western Screech-Owl,Not in Danger,Yosemite National Park,161
13954,Bird,Megascops kennicottii,Western Screech-Owl,Not in Danger,Yellowstone National Park,251
13955,Bird,Megascops kennicottii,Western Screech-Owl,Not in Danger,Bryce National Park,96
13956,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Yosemite National Park,160
13957,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Yellowstone National Park,244
13958,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Great Smoky Mountains National Park,51
13959,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Yosemite National Park,117
13960,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Great Smoky Mountains National Park,69
13961,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Bryce National Park,105
13962,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Yellowstone National Park,251
13963,Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not in Danger,Bryce National Park,146
13964,Reptile,Charina bottae,Rubber Boa,Not in Danger,Great Smoky Mountains National Park,77
13965,Reptile,Charina bottae,Rubber Boa,Not in Danger,Yosemite National Park,161
13966,Reptile,Charina bottae,Rubber Boa,Not in Danger,Yosemite National Park,135
13967,Reptile,Charina bottae,Rubber Boa,Not in Danger,Bryce National Park,98
13968,Reptile,Charina bottae,Rubber Boa,Not in Danger,Yellowstone National Park,247
13969,Reptile,Charina bottae,Rubber Boa,Not in Danger,Bryce National Park,93
13970,Reptile,Charina bottae,Rubber Boa,Not in Danger,Great Smoky Mountains National Park,73
13971,Reptile,Charina bottae,Rubber Boa,Not in Danger,Yellowstone National Park,260
13972,Reptile,Coluber constrictor,Racer,Not in Danger,Great Smoky Mountains National Park,73
13973,Reptile,Coluber constrictor,Racer,Not in Danger,Yosemite National Park,112
13974,Reptile,Coluber constrictor,Racer,Not in Danger,Bryce National Park,71
13975,Reptile,Coluber constrictor,Racer,Not in Danger,Yellowstone National Park,272
13976,Reptile,Pituophis catenifer sayi,Bullsnake,Not in Danger,Bryce National Park,90
13977,Reptile,Pituophis catenifer sayi,Bullsnake,Not in Danger,Yosemite National Park,120
13978,Reptile,Pituophis catenifer sayi,Bullsnake,Not in Danger,Yellowstone National Park,230
13979,Reptile,Pituophis catenifer sayi,Bullsnake,Not in Danger,Great Smoky Mountains National Park,73
13980,Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,Not in Danger,Bryce National Park,107
13981,Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,Not in Danger,Yellowstone National Park,237
13982,Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,Not in Danger,Great Smoky Mountains National Park,70
13983,Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,Not in Danger,Yosemite National Park,172
13984,Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,Not in Danger,Yellowstone National Park,299
13985,Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,Not in Danger,Great Smoky Mountains National Park,57
13986,Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,Not in Danger,Bryce National Park,114
13987,Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,Not in Danger,Yosemite National Park,177
13988,Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,Not in Danger,Yellowstone National Park,247
13989,Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,Not in Danger,Yosemite National Park,153
13990,Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,Not in Danger,Bryce National Park,119
13991,Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,Not in Danger,Great Smoky Mountains National Park,39
13992,Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern,Yosemite National Park,137
13993,Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern,Bryce National Park,81
13994,Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern,Great Smoky Mountains National Park,80
13995,Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern,Yellowstone National Park,240
13996,Reptile,Crotalus viridis viridis,Prairie Rattlesnake,Not in Danger,Great Smoky Mountains National Park,55
13997,Reptile,Crotalus viridis viridis,Prairie Rattlesnake,Not in Danger,Bryce National Park,120
13998,Reptile,Crotalus viridis viridis,Prairie Rattlesnake,Not in Danger,Yellowstone National Park,240
13999,Reptile,Crotalus viridis viridis,Prairie Rattlesnake,Not in Danger,Yosemite National Park,120
14000,Reptile,Chrysemys picta bellii,Western Painted Turtle,Not in Danger,Great Smoky Mountains National Park,85
14001,Reptile,Chrysemys picta bellii,Western Painted Turtle,Not in Danger,Yosemite National Park,172
14002,Reptile,Chrysemys picta bellii,Western Painted Turtle,Not in Danger,Yellowstone National Park,307
14003,Reptile,Chrysemys picta bellii,Western Painted Turtle,Not in Danger,Bryce National Park,105
14004,Amphibian,Anaxyrus boreas boreas,Boreal Toad,Not in Danger,Yellowstone National Park,257
14005,Amphibian,Anaxyrus boreas boreas,Boreal Toad,Not in Danger,Yosemite National Park,137
14006,Amphibian,Anaxyrus boreas boreas,Boreal Toad,Not in Danger,Bryce National Park,66
14007,Amphibian,Anaxyrus boreas boreas,Boreal Toad,Not in Danger,Great Smoky Mountains National Park,57
14008,Amphibian,Bufo woodhousii,Woodhouse's Toad,Not in Danger,Yellowstone National Park,231
14009,Amphibian,Bufo woodhousii,Woodhouse's Toad,Not in Danger,Bryce National Park,89
14010,Amphibian,Bufo woodhousii,Woodhouse's Toad,Not in Danger,Great Smoky Mountains National Park,53
14011,Amphibian,Bufo woodhousii,Woodhouse's Toad,Not in Danger,Yosemite National Park,153
14012,Amphibian,Pseudacris maculata,Boreal Chorus Frog,Not in Danger,Bryce National Park,109
14013,Amphibian,Pseudacris maculata,Boreal Chorus Frog,Not in Danger,Yosemite National Park,168
14014,Amphibian,Pseudacris maculata,Boreal Chorus Frog,Not in Danger,Yellowstone National Park,253
14015,Amphibian,Pseudacris maculata,Boreal Chorus Frog,Not in Danger,Great Smoky Mountains National Park,63
14016,Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern,Yosemite National Park,156
14017,Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern,Yellowstone National Park,238
14018,Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern,Great Smoky Mountains National Park,31
14019,Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern,Bryce National Park,69
14020,Amphibian,Spea bombifrons,Plains Spadefoot,Not in Danger,Yellowstone National Park,229
14021,Amphibian,Spea bombifrons,Plains Spadefoot,Not in Danger,Yosemite National Park,147
14022,Amphibian,Spea bombifrons,Plains Spadefoot,Not in Danger,Bryce National Park,92
14023,Amphibian,Spea bombifrons,Plains Spadefoot,Not in Danger,Great Smoky Mountains National Park,72
14024,Amphibian,Spea intermontana,Great Basin Spadefoot,Not in Danger,Bryce National Park,60
14025,Amphibian,Spea intermontana,Great Basin Spadefoot,Not in Danger,Great Smoky Mountains National Park,51
14026,Amphibian,Spea intermontana,Great Basin Spadefoot,Not in Danger,Yellowstone National Park,273
14027,Amphibian,Spea intermontana,Great Basin Spadefoot,Not in Danger,Yosemite National Park,144
14028,Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,Not in Danger,Bryce National Park,84
14029,Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,Not in Danger,Yellowstone National Park,287
14030,Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,Not in Danger,Yosemite National Park,157
14031,Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,Not in Danger,Great Smoky Mountains National Park,79
14032,Fish,Catostomus ardens,Utah Sucker,Not in Danger,Yosemite National Park,165
14033,Fish,Catostomus ardens,Utah Sucker,Not in Danger,Yellowstone National Park,254
14034,Fish,Catostomus ardens,Utah Sucker,Not in Danger,Great Smoky Mountains National Park,72
14035,Fish,Catostomus ardens,Utah Sucker,Not in Danger,Bryce National Park,115
14036,Fish,Catostomus catostomus,Longnose Sucker,Not in Danger,Great Smoky Mountains National Park,62
14037,Fish,Catostomus catostomus,Longnose Sucker,Not in Danger,Bryce National Park,59
14038,Fish,Catostomus catostomus,Longnose Sucker,Not in Danger,Yosemite National Park,151
14039,Fish,Catostomus catostomus,Longnose Sucker,Not in Danger,Yellowstone National Park,260
14040,Fish,Catostomus platyrhynchus,Mountain Sucker,Not in Danger,Bryce National Park,91
14041,Fish,Catostomus platyrhynchus,Mountain Sucker,Not in Danger,Yosemite National Park,143
14042,Fish,Catostomus platyrhynchus,Mountain Sucker,Not in Danger,Yellowstone National Park,259
14043,Fish,Catostomus platyrhynchus,Mountain Sucker,Not in Danger,Great Smoky Mountains National Park,82
14044,Fish,Chasmistes liorus,June Sucker,Endangered,Bryce National Park,23
14045,Fish,Chasmistes liorus,June Sucker,Endangered,Yellowstone National Park,65
14046,Fish,Chasmistes liorus,June Sucker,Endangered,Great Smoky Mountains National Park,23
14047,Fish,Chasmistes liorus,June Sucker,Endangered,Yosemite National Park,35
14048,Fish,Couesius plumbeus,Lake Chub,Not in Danger,Great Smoky Mountains National Park,47
14049,Fish,Couesius plumbeus,Lake Chub,Not in Danger,Yosemite National Park,146
14050,Fish,Couesius plumbeus,Lake Chub,Not in Danger,Bryce National Park,84
14051,Fish,Couesius plumbeus,Lake Chub,Not in Danger,Yellowstone National Park,266
14052,Fish,Gila atraria,Utah Chub,Not in Danger,Yosemite National Park,142
14053,Fish,Gila atraria,Utah Chub,Not in Danger,Bryce National Park,84
14054,Fish,Gila atraria,Utah Chub,Not in Danger,Great Smoky Mountains National Park,90
14055,Fish,Gila atraria,Utah Chub,Not in Danger,Yellowstone National Park,296
14056,Fish,Rhinichthys osculus,Speckled Dace,Not in Danger,Great Smoky Mountains National Park,62
14057,Fish,Rhinichthys osculus,Speckled Dace,Not in Danger,Yosemite National Park,125
14058,Fish,Rhinichthys osculus,Speckled Dace,Not in Danger,Yellowstone National Park,210
14059,Fish,Rhinichthys osculus,Speckled Dace,Not in Danger,Bryce National Park,112
14060,Fish,Richardsonius balteatus,Redside Shiner,Not in Danger,Yosemite National Park,163
14061,Fish,Richardsonius balteatus,Redside Shiner,Not in Danger,Bryce National Park,125
14062,Fish,Richardsonius balteatus,Redside Shiner,Not in Danger,Great Smoky Mountains National Park,91
14063,Fish,Richardsonius balteatus,Redside Shiner,Not in Danger,Yellowstone National Park,239
14064,Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,Not in Danger,Yellowstone National Park,256
14065,Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,Not in Danger,Yosemite National Park,192
14066,Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,Not in Danger,Bryce National Park,87
14067,Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,Not in Danger,Great Smoky Mountains National Park,65
14068,Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,Not in Danger,Great Smoky Mountains National Park,66
14069,Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,Not in Danger,Bryce National Park,114
14070,Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,Not in Danger,Yellowstone National Park,279
14071,Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,Not in Danger,Yosemite National Park,140
14072,Fish,Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,Not in Danger,Yosemite National Park,140
14073,Fish,Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,Not in Danger,Great Smoky Mountains National Park,69
14074,Fish,Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,Not in Danger,Bryce National Park,65
14075,Fish,Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,Not in Danger,Yellowstone National Park,240
14076,Fish,Prosopium williamsoni,Mountain Whitefish,Not in Danger,Yosemite National Park,185
14077,Fish,Prosopium williamsoni,Mountain Whitefish,Not in Danger,Bryce National Park,105
14078,Fish,Prosopium williamsoni,Mountain Whitefish,Not in Danger,Yellowstone National Park,282
14079,Fish,Prosopium williamsoni,Mountain Whitefish,Not in Danger,Great Smoky Mountains National Park,83
14080,Fish,Salvelinus namaycush,Lake Trout,Not in Danger,Bryce National Park,76
14081,Fish,Salvelinus namaycush,Lake Trout,Not in Danger,Yellowstone National Park,270
14082,Fish,Salvelinus namaycush,Lake Trout,Not in Danger,Yosemite National Park,166
14083,Fish,Salvelinus namaycush,Lake Trout,Not in Danger,Great Smoky Mountains National Park,86
14084,Fish,Thymallus arcticus,Arctic Grayling,Not in Danger,Bryce National Park,65
14085,Fish,Thymallus arcticus,Arctic Grayling,Not in Danger,Yosemite National Park,155
14086,Fish,Thymallus arcticus,Arctic Grayling,Not in Danger,Yellowstone National Park,263
14087,Fish,Thymallus arcticus,Arctic Grayling,Not in Danger,Great Smoky Mountains National Park,49
14088,Fish,Cottus bairdii,Mottled Sculpin,Species of Concern,Yellowstone National Park,246
14089,Fish,Cottus bairdii,Mottled Sculpin,Species of Concern,Great Smoky Mountains National Park,69
14090,Fish,Cottus bairdii,Mottled Sculpin,Species of Concern,Bryce National Park,56
14091,Fish,Cottus bairdii,Mottled Sculpin,Species of Concern,Yosemite National Park,134
14092,Vascular Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not in Danger,Great Smoky Mountains National Park,45
14093,Vascular Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not in Danger,Yellowstone National Park,254
14094,Vascular Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not in Danger,Bryce National Park,98
14095,Vascular Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not in Danger,Yosemite National Park,160
14096,Vascular Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",Not in Danger,Yellowstone National Park,273
14097,Vascular Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",Not in Danger,Great Smoky Mountains National Park,69
14098,Vascular Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",Not in Danger,Bryce National Park,87
14099,Vascular Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",Not in Danger,Yosemite National Park,174
14100,Vascular Plant,Sagittaria cuneata,"Arumleaf Arrowhead, Arum-Leaf Arrowhead, Nothern Arrowhead, Wapato",Not in Danger,Yellowstone National Park,246
